N,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
634,Kenny Thomas,Radford,BSth,30,84.3,101.9,20.9,51.6,54.85,2.9,12.1,12.6,21.5,80,111,0.721,73,155,0.471,69,187,0.369,0.3,2.3,32.5,1.93,100.756,2.9,1154,0.78571432,101.008,102.48,2.78412,197.313,0.785472,1.20423,-0.418754,0.65151,34.4333,0.600899,0.0506112,0.8667,4.2,5.0667,2.2,1.4,0.1,14.4333,9.96547,0.341481225921454,MEDIO
635,Alex Woodhouse,Colgate,Pat,23,53.4,95.4,17.6,52.9,56.39,7.7,19.2,12.4,26.8,39,57,0.684,64,120,0.533,0,1,0,9.7,1.7,47.1,0.509152,89.5194,4.1,1155,0.64580742,92.8774,98.095,2.73084,142.413,3.26944,-2.72567,5.99512,1.40323,28.087,-1.82613,3.22937,1.7391,4.6087,6.3478,1.3478,0.7391,2.5652,7.2609,0.0981699,0.177777777777778,BAJO
636,Eric Hall,Radford,BSth,30,39.5,94.5,16.9,50.5,54.04,10.4,16.8,5,27,33,50,0.66,52,103,0.505,0,0,0,8.5,1.6,48.5,0.212297,88.1381,4,1156,0.32498312,95.8666,97.2637,1.59054,112.497,0.581117,-3.04278,3.6239,-0.155006,16.1333,-1.92516,1.77016,1.4667,2.7333,4.2,0.4333,0.4667,1.3333,4.5667,0,0,BAJO
637,Devonte Thomas,San Jose St.,WAC,28,31.9,87.9,15.8,42,42.21,11.3,16.9,6,21,8,19,0.421,34,81,0.42,0,0,0,0,1.3,23.5,-0.0657891,82.7816,4.2,1159,0.550049,104.098,103.126,1.02495,62.0619,-3.92546,-2.32429,-1.60117,-3.36134,12.8214,-2.4715,-0.88985,1.2143,1.8214,3.0357,0.3929,0.2857,0,2.7143,0,0,BAJO
638,Ade Dagunduro,Nebraska,B12,31,65.1,106.3,27.6,54,57.87,8.9,12.6,14.5,16.2,101,145,0.697,132,243,0.543,11,32,0.344,2.3,3,52.7,3.2143,119.861,4.5,1161,0.75863171,93.0234,88.9043,3.37398,154.896,5.95194,2.4349,3.51704,6.42052,26.129,3.8186,2.60191,1.8387,2.5161,4.3548,1.4194,1.2581,0.4516,12.8387,2.46347,0.352944958847737,MEDIO
639,Ricky Bieszki,Oakland,Sum,11,2.2,136,10.7,40,57.97,0,0,5.5,0,4,4,1,2,4,0.5,0,1,0,0,2,80,0.312901,116.264,3.9,1163,0,114.54,115.05,0.109694,3.64542,-3.71869,1.09034,-4.80903,-4.65003,2.8182,-2.75388,-1.89615,0,0,0,0.0909,0.0909,0,0.7273,1.93614,0.166666666666667,BAJO
640,Derick Nelson,Oakland,Sum,2,1.2,19.3,31.8,0,0,14.7,0,9,56,0,0,0,0,2,0,0,3,0,0,0,0,-1.93772,18.5704,9.4,1164,0.2,118.415,118.782,0.220773,1.51735,-26.1413,-20.2982,-5.84307,-36.1772,8.5,-25.4591,-10.7181,1,0,1,0.5,0,0,0,10.6488,0,BAJO
641,Louis Brookins,Quinnipiac,NEC,21,35.5,105.6,16.1,48.9,54.41,12.3,15.5,1.3,20.2,37,52,0.712,45,92,0.489,0,0,0,0.7,0.8,56.5,0.783858,95.0784,4.9,1165,0.12503282,103.503,108.83,1.26424,71.5399,-6.22732,-2.54227,-3.68505,-5.12101,21.1429,-2.43405,-2.68696,2.381,2.7143,5.0952,0.1429,0.2857,0.1429,6.0476,0,0,BAJO
642,James Hennessy,Montana St.,BSky,23,23.9,80.2,12.4,47.1,48.48,2.4,8.2,16.8,38.6,6,11,0.545,9,20,0.45,5,15,0.333,0,3.8,31.4,-0.6423,69.4493,3.6,1166,1.08700001,104.443,104.837,0.928913,51.5371,-2.89343,-2.92649,0.0330564,-3.70757,12.6957,-5.07992,1.37235,0.2609,0.8261,1.087,1.087,0.7826,0,1.6957,3.13605,0.316666666666667,MEDIO
643,Jason Duty,Duquesne,A10,34,61,121,12.5,58.3,61.08,1.7,6.6,9.2,13.4,34,41,0.829,26,53,0.491,55,133,0.414,0.1,0.9,22,2.18454,110.062,3,1167,1.79994564,110.758,109.609,1.41074,113.699,0.201718,3.01528,-2.81356,-0.208761,24.7647,1.53774,-1.7465,0.3529,1.4118,1.7647,1.3235,0.4118,0.0294,7.3824,8.92288,0.370288929871849,MEDIO
644,Erik Kangas,Oakland,Sum,34,87,117.6,22.7,57,59.96,2.3,7.4,9.7,14.2,82,93,0.882,84,175,0.48,131,317,0.413,0.5,1.9,18.9,4.49671,120.438,1.6,1170,0.87878629,111.268,110.181,1.9997,174.919,2.60335,5.54393,-2.94057,4.10203,36.3529,6.02725,-1.92522,0.6765,2.2941,2.9706,1.7059,1.1176,0.1765,18.9118,15.5203,0.366624605678233,MEDIO
645,Rodney Stokes,Morgan St.,MEAC,24,24,112,18.4,56.1,58.69,9.2,20.3,7.1,18,26,39,0.667,46,82,0.561,0,0,0,8.9,0.9,47.6,1.02394,105.924,6.9,1173,0.61106666,88.6451,94.9931,1.47859,73.6113,3.65754,-0.998462,4.656,2.48812,13.625,-0.509133,2.99725,1.1667,2.4167,3.5833,0.4583,0.2083,1.1667,4.9167,0,0,BAJO
646,Mike Walker,Western Kentucky,SB,25,16,60,11.5,29.4,30.55,10.1,12.5,5.4,46.9,3,9,0.333,5,16,0.313,0,1,0,1,0.9,52.9,-0.950772,51.8027,6.1,1174,0.36842106,103.695,103.339,0.671499,34.0022,-4.56003,-4.8764,0.316371,-6.7647,8.44,-6.48429,-0.280417,0.72,0.92,1.64,0.28,0.12,0.08,0.52,0.283805,0.104166666666667,BAJO
647,Jack McClinton,Miami FL,ACC,31,79.8,119,26.8,56.6,61.08,2,8.8,21.1,18,112,127,0.882,95,211,0.45,99,219,0.452,0.1,1.4,29.5,5.54455,134.35,2,1188,1.07409389,103.536,97.9453,3.13544,150.338,5.81734,6.51772,-0.700374,8.97775,32.2903,8.22618,0.751575,0.5806,2.5806,3.1613,2.8065,0.7419,0.0323,19.3226,13.0564,0.376106386201822,MEDIO
648,Jacob Trader,UT Rio Grande Valley,ind,3,0.4,99.9,20.6,50,50,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0.0566255,96.5059,0,1190,0,114.738,112.633,0.0630807,0.411364,-11.6051,-3.79016,-7.81494,-1.92991,1.3333,1.50758,-3.43749,0,0,0,0,0,0,0.6667,0,0,BAJO
649,Mamadi Diane,Virginia,ACC,24,37.2,91.6,20.1,42.8,45.66,5.2,7.6,7.3,18.2,21,29,0.724,44,96,0.458,12,49,0.245,2.4,2,20,0.685992,95.6225,3.4,1192,0.55555556,103.93,98.3464,1.68669,71.3571,0.194493,-0.925412,1.11991,0.0539607,17.5,-0.772082,0.826042,0.8333,1.1667,2,0.625,0.625,0.4167,6.0417,6.63865,0.275226757369614,BAJO
650,Courtney Fells,North Carolina St.,ACC,27,65.8,109.2,18.3,55.3,58,2.4,11.2,10.1,18.9,36,42,0.857,70,135,0.519,43,108,0.398,2.5,2.1,17.3,2.63648,110.266,2.7,1194,0.86957802,103.793,99.292,2.73543,138.728,4.31349,3.17404,1.13945,4.10593,29.6296,3.06817,1.03776,0.5556,3,3.5556,1.4815,1.037,0.7778,11.2963,8.09538,0.371913580246914,MEDIO
651,Ben McCauley,North Carolina St.,ACC,30,73.4,116.4,21.7,53.8,58.2,10.6,19.9,13.9,15.5,101,142,0.711,136,253,0.538,0,0,0,1.5,1.9,56.1,3.8763,122.307,2.2,1195,1.199976,100.829,96.9319,2.98927,174.778,5.8923,4.51347,1.37884,5.58344,29.7333,4.68494,0.898493,2.4667,5.3333,7.8,2,0.9333,0.4667,12.4333,0,0,BAJO
652,Brandon Costner,North Carolina St.,ACC,30,69.9,105.6,25.8,53.5,57.6,7.2,17.4,17.4,23,90,121,0.744,91,169,0.538,42,119,0.353,3.3,1.4,42,3.12536,116.491,3.6,1196,0.84524999,102.092,98.146,2.72741,158.204,5.04308,3.7324,1.31068,4.37927,28.3,3.58488,0.794388,1.6,4.4333,6.0333,2.3667,0.6333,0.9667,13.2667,8.39671,0.355957767722474,MEDIO
653,Brandon Johnson,San Diego,WCC,7,19,96,27.3,45.6,52.82,0.6,14.5,23.1,22.3,26,29,0.897,18,45,0.4,12,34,0.353,0,2.5,36.7,2.80072,108.832,1.4,1198,1,96.9543,93.5261,3.73292,40.9444,0.24922,0.137581,0.111638,3.72246,32.8571,3.16789,0.554567,0.1429,3.7143,3.8571,3.1429,1.2857,0,14,9.41045,0.309803921568627,MEDIO
654,Chris Lewis,San Diego,WCC,29,34.4,101.9,15.6,54.3,59.17,5.5,13.8,6.2,23.6,31,43,0.721,20,40,0.5,12,30,0.4,0.3,1.1,61.4,0.610954,96.5938,5.2,1199,0.5,99.7266,97.8826,1.40681,65.7027,-1.1941,-0.988599,-0.2055,-1.17045,14.3448,-1.85653,0.686075,0.6207,1.5517,2.1724,0.4138,0.2414,0.0345,3.6897,4.58615,0.366666666666667,MEDIO
655,Deion James,Milwaukee,Horz,28,27.5,95.9,17.2,44.9,53.43,4.2,11.7,9.9,26.2,30,36,0.833,10,26,0.385,14,43,0.326,1.2,1.3,52.2,0.394741,93.89,4.7,1200,0.63993728,102.38,102.698,0.966804,56.0387,-2.04116,-1.43405,-0.607108,-2.4981,11.8214,-2.23933,-0.258773,0.4643,1.2857,1.75,0.5714,0.25,0.1429,3.2857,7.72899,0.290995825879547,MEDIO
656,Trevor Morris,Idaho,WAC,32,52.3,99.5,16.7,49.4,53.64,1.9,7,8,18.4,33,37,0.892,18,43,0.419,43,124,0.347,0.7,1.3,22.2,0.778819,95.0026,3.9,1203,0.78791695,108.475,107.058,1.39353,88.5988,-2.35008,0.0705495,-2.42063,-2.51033,20.9062,-0.697691,-1.81264,0.3125,1.1875,1.5,0.8125,0.4375,0.125,6.1875,11.5913,0.312921980495124,MEDIO
657,Tim Frye,Pittsburgh,BE,8,0.7,92,31.6,60,60,0,11.2,19.3,37.5,0,0,0,0,1,0,2,4,0.5,0,0,0,0.102183,107.825,4,1204,0.5,103.41,98.5988,0.12001,1.33808,-4.30236,-1.42708,-2.87527,0.36808,1.25,4.58412,-4.21604,0,0.125,0.125,0.125,0,0,0.75,24.1688,0.25,BAJO
658,Kevin Swecker,Longwood,ind,27,77.7,107.9,15.9,50.8,54.31,1.4,6.2,12.3,13.3,46,55,0.836,45,106,0.425,55,145,0.379,0,3.6,21.9,1.39917,97.243,2.2,1208,1.64702615,104.31,110.724,1.67193,154.146,-0.832582,1.40472,-2.2373,-0.0123861,31.0741,0.576976,-0.589362,0.4444,1.6667,2.1111,2.0741,2.1111,0,11.1481,9.20685,0.331164606376057,MEDIO
659,Brandon Patterson,Arkansas Little Rock,SB,31,70.8,89.7,16.7,44.8,48.64,5.9,10.7,20.2,30,37,53,0.698,71,153,0.464,2,12,0.167,3.4,1.7,32.1,0.00995256,84.3682,3.1,1210,1.17569435,96.2253,97.9803,2.78118,157.87,0.932066,-2.12279,3.05486,0.246283,28.6774,-1.42756,1.67384,1.3548,2.6452,4,2.8065,0.8065,0.871,5.9677,0.815109,0.2380174291939,BAJO
660,Ethan Niedermeyer,Portland,WCC,24,33,90.4,16.5,50,50.67,6.1,10.7,10.7,29.4,7,12,0.583,11,31,0.355,23,60,0.383,0.6,1.5,13.2,0.091957,85.8192,6.5,1214,0.72727273,102.682,102.592,1.4025,67.1603,-0.540764,-0.564068,0.0233036,-2.92723,17.25,-2.78231,-0.144918,0.8333,1.5,2.3333,1,0.4167,0.0833,4.0833,8.80798,0.30994623655914,MEDIO
661,Kyle Brucculeri,UC Davis,BW,32,49.6,96.8,18,55.4,55.8,3,12.2,8,20.1,8,12,0.667,21,51,0.412,58,144,0.403,2.5,1,6.2,0.565845,92.4845,5,1215,0.62495999,107.947,109.314,1.16735,104.74,-2.421,-0.31282,-2.10818,-1.7812,19.8438,0.183482,-1.96468,0.4688,2.0625,2.5312,0.7812,0.3438,0.4688,7,13.0155,0.338643790849673,MEDIO
662,Taishi Ito,Portland,WCC,30,20.3,74.8,11.3,36,39.28,1.5,4.3,16.6,40,5,9,0.556,6,13,0.462,2,12,0.167,0,2.1,36,-0.562519,64.9569,4.5,1216,1.31580607,104.224,103.72,0.656801,38.3563,-4.65659,-3.73439,-0.922203,-4.78606,8.5,-5.07089,0.284836,0.1,0.3,0.4,0.8333,0.3,0,0.7667,2.86368,0.237179487179487,BAJO
663,Yusef Smith,Saint Mary's,WCC,30,17,96.8,16.1,52.6,55.67,12.3,17.3,3.3,30.3,13,20,0.65,13,25,0.52,5,14,0.357,2.6,1.1,51.3,0.216882,92.6005,6,1218,0.22216667,98.0038,96.6212,0.77153,40.5649,-0.60451,-1.08429,0.479775,-2.34077,7.5,-2.57997,0.239201,0.8,1.1667,1.9667,0.1333,0.1333,0.2,1.8,3.8147,0.351904761904762,MEDIO
664,Michael Boone,UC Davis,BW,20,7.5,110.8,23.7,57.7,65.27,14.6,17.2,13.5,25.3,12,13,0.923,15,26,0.577,0,0,0,7.6,0.6,50,0.485969,113.444,10.4,1220,0.60000002,103.53,104.81,0.357395,19.2559,0.59461,-0.209517,0.804128,-2.42986,4.8,-2.81645,0.386586,0.55,0.7,1.25,0.3,0.05,0.35,2.1,0,0,BAJO
665,Bryan Mullins,Southern Illinois,MVC,21,59.2,114.5,17.1,52.8,54.84,2,6,37.2,17.6,27,39,0.692,33,82,0.402,35,80,0.438,0,3.6,24.1,3.25764,111.965,3,1224,3.31421364,102.495,99.077,3.19782,120.535,4.45492,4.55684,-0.101912,5.94233,34.0952,3.59263,2.3497,0.5714,1.619,2.1905,5.5238,1.9524,0,9.4286,6.8839,0.352896341463415,MEDIO
666,Ramon Harris,Kentucky,SEC,31,47.6,97.4,15.6,55.8,57.97,7.3,12.2,12.7,30.2,43,69,0.623,54,88,0.614,6,25,0.24,1.4,1.8,61.1,0.727107,93.736,3,1225,0.85962907,96.5105,91.1607,2.69573,126.698,2.54817,0.75764,1.79053,2.22143,22.129,0.370461,1.85097,1.2258,2.6129,3.8387,1.5806,0.7097,0.2903,5.4516,2.06893,0.324545454545455,MEDIO
667,Jeremi Booth,Appalachian St.,SC,26,24.1,105.8,18.5,46.3,49.42,4.4,13.5,11.4,14.4,20,30,0.667,18,39,0.462,17,55,0.309,0.7,3.1,31.9,0.629044,100.573,3.1,1229,1.21411327,105.254,107.501,0.723952,57.8469,-0.562037,1.14483,-1.70687,-0.102842,11.3846,0.244263,-0.347105,0.4231,1.3462,1.7692,0.6538,0.6154,0.0769,4.1154,10.4098,0.308391608391608,MEDIO
668,Coy Custer,Lamar,Slnd,26,35.6,102.1,18,51.8,55.57,10.9,17,7.4,21.5,30,45,0.667,40,77,0.519,2,6,0.333,6.9,1.1,54.2,0.750844,99.4541,5.7,1230,0.52002081,102.46,102.401,1.17992,74.616,0.251306,-1.51169,1.763,-1.24867,14.3846,-1.51959,0.270912,1.3846,2.1538,3.5385,0.5,0.2692,0.9231,4.4615,0.92978,0.33982683982684,MEDIO
669,Travis Gabbidon,UTSA,Slnd,29,73.2,97.3,24.7,44.6,50.36,6.1,20,12.8,18.7,103,144,0.715,90,195,0.462,28,101,0.277,1.6,2.4,48.6,1.75357,101.521,2.9,1233,0.71426796,98.4389,100.504,2.61824,180.236,0.505876,-0.219753,0.725629,0.397622,29.7931,0.608484,-0.210862,1.6552,4.931,6.5862,1.7241,1.2414,0.4828,12.6552,6.67186,0.292460015232292,MEDIO
670,Luka Drca,Utah,MWC,30,56.2,102.7,20.3,57.7,62.88,0.9,10.3,27,31,59,73,0.808,38,66,0.576,32,83,0.386,0.3,2.6,49,1.88249,106.206,4.4,1235,1.32465817,98.2167,93.3123,2.82763,128.943,3.04066,1.87036,1.17031,2.47288,24.9333,0.509847,1.96303,0.1667,2.3,2.4667,3.4,1.0667,0.0667,7.7,6.77163,0.384690276256541,MEDIO
671,Devan Carter,Elon,SC,28,60.4,87.6,18.7,44.9,47.23,2.8,6.1,13,21.1,33,54,0.611,71,150,0.473,8,35,0.229,0.4,1.9,29.2,-0.125162,82.8251,2.8,1236,0.91486954,110.792,110.748,1.34718,98.7213,-4.93695,-2.97233,-1.96462,-5.58453,25.4643,-3.81481,-1.76973,0.6071,1.25,1.8571,1.5357,0.7857,0.1071,7.1071,2.95222,0.272063492063492,BAJO
672,Nick Stallings,Centenary,Sum,31,91,93,24.6,49.6,51.51,3.4,16.8,14.4,19.8,72,116,0.621,117,262,0.447,56,143,0.392,1.4,2.5,28.6,1.52687,96.3549,3.4,1238,0.7021073,102.668,100.592,3.24311,212.311,-1.01742,-1.35799,0.34057,-0.524379,36.5484,0.0894268,-0.613806,1.129,4.9677,6.0968,2.129,1.5806,0.4839,15.2903,7.40787,0.344659157636257,MEDIO
673,Jeff Smith,Chattanooga,SC,15,3.3,38.3,18.3,12.5,23.04,2.5,7.2,3.9,41.2,3,6,0.5,1,7,0.143,0,1,0,0,1.3,75,-0.475504,37.5512,5.5,1246,0.16674999,110.551,108.076,0.185156,7.04472,-15.4222,-12.2014,-3.22088,-17.6,2.9333,-13.2134,-4.38656,0.0667,0.2,0.2667,0.0667,0.0667,0,0.3333,1.25455,0.047619047619048,BAJO
674,Brandon Giles,Western Carolina,SC,29,64,101.9,25.9,48.8,51.17,5.9,13,10.1,17.5,48,66,0.727,102,228,0.447,42,110,0.382,1.8,1.9,19.5,1.89081,105.541,4.9,1247,0.57625956,107.038,107.679,1.65208,124.4,-3.20475,-0.776844,-2.42791,-1.10425,25.7241,1.14772,-2.25197,1.4138,2.6207,4.0345,1.1724,0.8276,0.3793,13.0345,8.46785,0.340031897926635,MEDIO
675,Jeremy Saffore,Chattanooga,SC,31,14.5,91.5,13.5,55.9,55.35,7.4,8.2,2,27.7,7,14,0.5,19,34,0.559,0,0,0,5,0,41.2,-0.0720129,80.8932,6.8,1248,0.15379112,110.574,110.885,0.328325,30.8652,-5.18504,-3.99515,-1.18988,-5.70108,6.2258,-5.02508,-0.675997,0.4194,0.4839,0.9032,0.0645,0,0.2581,1.4516,0,0,BAJO
676,Blake Thompson,Georgia Southern,SC,6,0.7,0,4.7,0,0,0,14.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.411852,-4.75005,0,1249,0,116.619,110.811,0.0715083,1.09104,-13.5705,-8.43624,-5.13428,-13.4182,1.3333,-8.03952,-5.37873,0,0.1667,0.1667,0,0,0,0,0,0,BAJO
677,Brigham Waginger,Western Carolina,SC,29,81.2,98.2,16.3,49.8,50.75,2.5,12.1,17.3,25,36,66,0.545,31,71,0.437,50,142,0.352,0,4.8,31,0.597917,89.5719,2.6,1254,1.35822186,102.111,102.723,2.65362,194.634,1.35759,0.452461,0.905125,0.584651,32.6207,-1.02296,1.60762,0.7586,3.1034,3.8621,3.1379,2.6897,0,8.5517,8.61575,0.321596244131455,MEDIO
678,Lazar Hayward,Marquette,BE,35,78.9,114.8,23.7,53,57.21,10.3,21.7,7.5,14.2,109,133,0.82,151,287,0.526,53,148,0.358,0.9,1.8,30.6,4.45771,124.955,3.2,1257,0.60002154,98.2842,93.0356,3.64077,222.197,5.01254,4.40576,0.606782,5.2372,31.6857,5.17843,0.0587713,2.8286,5.8,8.6286,1.1143,1,0.2571,16.2857,7.64907,0.354431522114449,MEDIO
679,David Cubillan,Marquette,BE,31,21.1,87.3,11.9,36.4,40.05,0.8,6,12.3,21,9,13,0.692,5,21,0.238,10,34,0.294,0.4,1.6,23.6,-0.176273,78.9433,3,1258,1.69217925,105.035,99.9104,0.8727,43.6312,-1.46233,-1.08504,-0.377293,-1.84052,9.5806,-2.51603,0.675512,0.0645,0.4839,0.5484,0.7097,0.2581,0.0323,1.5806,6.57083,0.226423902894491,BAJO
680,Mikhail Torrance,Alabama,SEC,26,47.3,115,22,50.5,57.52,1.3,10,21.9,17.9,71,81,0.877,62,121,0.512,23,70,0.329,0.7,1.2,42.4,2.73439,120.413,2.2,1259,1.54995125,104.298,100.76,1.9296,91.0722,2.42099,3.65223,-1.23123,3.67455,22.1154,4.04395,-0.369399,0.2692,2.1923,2.4615,2.3846,0.4615,0.1538,10.1538,6.90709,0.33508461235734,MEDIO
681,Paul Harris,Syracuse,BE,36,72.4,110.4,20.1,50.8,56.85,8.9,18.3,12.5,19.2,127,168,0.756,138,258,0.535,10,43,0.233,2.4,1.9,55.8,3.49732,118.151,2.5,1260,1.02594793,96.0808,89.7795,3.76605,238.492,7.20234,3.81422,3.38812,6.02487,30.7778,3.59599,2.42887,2.3056,5.6944,8,2.1944,1.0278,0.7222,12.0278,2.1607,0.294573643410853,MEDIO
682,Dan Mavraides,Princeton,Ivy,26,67.9,103.7,22.4,51.6,55.81,4.6,9.9,5.6,15.3,55,70,0.786,43,111,0.387,45,103,0.437,0.5,2.7,32.7,1.87941,104.207,4.5,1261,0.41665462,96.7574,102.538,2.23654,114.328,-1.04561,0.643644,-1.68925,-0.306637,27.4231,0.359785,-0.666422,0.9231,2.1923,3.1154,0.5769,1.1154,0.1154,10.6154,9.81315,0.347575731070877,MEDIO
683,Ryan Dermody,Wyoming,MWC,7,5.8,98.1,8,68.8,64.9,3.4,16.3,2.7,29.3,0,1,0,4,4,1,1,4,0.25,4.2,1.6,12.5,0.038633,85.3345,6,1265,0.33341111,103.14,97.0532,1.05716,14.8273,0.926353,-1.32003,2.24638,0.450409,10.4286,-1.28711,1.73752,0.2857,1.5714,1.8571,0.1429,0.2857,0.4286,1.5714,3.13697,0.458333333333333,MEDIO
684,Clayfell Harris,Wagner,NEC,23,14.1,78.7,14.4,48.3,51.09,4.9,12.5,3.4,33.8,6,9,0.667,14,29,0.483,0,0,0,8.4,0.7,31,-0.381146,69.4062,9.9,1266,0.21422705,99.6109,106.69,0.5021,32.1837,-5.75148,-7.38303,1.63155,-8.44727,7.3913,-9.9733,1.52604,0.3043,0.7826,1.087,0.1304,0.087,0.5652,1.4783,0,0,BAJO
685,Charles Little,Dayton,A10,34,58.1,99.7,19.5,49.8,52.65,7.6,11.7,8.8,20,64,103,0.621,108,216,0.5,0,1,0,1.4,1,47.5,1.307,100.018,3.3,1267,0.62265847,96.5025,93.6213,2.70881,133.02,0.799689,-0.703277,1.50297,1.16761,24.0882,0.0120854,1.15552,1.6765,2.4118,4.0882,0.9706,0.4118,0.2647,8.2353,0.0733916,0.166666666666667,BAJO
686,Anthony Brown,Oklahoma St.,B12,33,30.7,107.4,10.7,50.8,53.23,7.4,10.2,3.4,16.8,19,32,0.594,30,59,0.508,0,0,0,3.2,1.2,54.2,0.572687,96.8926,6.2,1268,0.64285717,104.771,97.8067,1.29092,75.0921,2.6789,0.602082,2.07682,0.458231,13.1212,-1.03182,1.49005,0.8485,1.2121,2.0606,0.2727,0.2727,0.3939,2.3939,0,0,BAJO
687,Greg Gamble,Buffalo,MAC,33,69.7,94.6,22.6,45,48.79,4.6,17.1,29.4,25.7,69,108,0.639,107,239,0.448,4,12,0.333,0.6,2.4,43,1.4552,99.3006,2.4,1269,1.42695587,94.0336,95.1187,3.01503,178.569,1.58479,-0.468874,2.05366,1.83784,28.2121,0.237795,1.60005,1.1515,3.8182,4.9697,3.8485,1.1212,0.1515,8.9394,0.782795,0.315899581589958,MEDIO
688,Vadim Fedotov,Buffalo,MAC,26,35.1,101.3,15.9,53.4,59.2,8.3,7,8,28.5,31,37,0.838,47,88,0.534,0,0,0,1.2,1,42,0.75354,96.3893,3.4,1270,0.51426239,100.16,101.358,1.54834,68.1047,-0.456838,-0.910877,0.454039,-0.963246,18,-1.10087,0.137626,1.3462,1,2.3462,0.6923,0.3077,0.1923,4.8077,0,0,BAJO
689,Sean Smiley,Buffalo,MAC,28,20.5,97.8,19.7,48,49.12,2.4,16.6,8.8,19.2,6,8,0.75,11,38,0.289,24,60,0.4,0.8,1.6,8.2,0.495252,98.9821,2.6,1271,0.64717507,95.9383,96.9881,0.985408,48.6113,-1.72436,-1.13343,-0.590924,1.12011,9.7857,0.973471,0.146642,0.2143,1.2857,1.5,0.3929,0.25,0.0714,3.5714,13.3075,0.296491228070175,MEDIO
690,Rob Diggs,George Washington,A10,28,70,101.4,25.9,50.7,55.83,10.4,18.9,4.8,21,88,111,0.793,135,264,0.511,6,20,0.3,7,1.5,39.1,2.42318,109.207,3.9,1272,0.21126316,99.1942,97.9081,2.75534,164.647,0.47183,-0.922948,1.39478,0.270542,28.5,0.524582,-0.25404,2.4286,4.8571,7.2857,0.5357,0.7143,1.6786,13.4286,1.53329,0.320454545454545,MEDIO
691,Noel Wilmore,George Washington,A10,28,44.6,110.4,18.6,56.1,57.17,2.4,6.1,6.8,14.9,14,19,0.737,14,37,0.378,55,135,0.407,0.2,1.7,11,1.50355,108.528,2.7,1273,0.65217924,108.721,107.311,1.17475,69.6448,0.216315,3.10103,-2.88472,2.6991,18.1786,3.88622,-1.18711,0.3571,1,1.3571,0.5357,0.5,0.0357,7.3929,16.2439,0.32982982982983,MEDIO
692,Garrett Leffelman,Brown,Ivy,16,22.6,95.8,13.5,44.5,45.81,4.9,9,9.5,12.5,4,6,0.667,11,26,0.423,9,29,0.31,0.4,1,10.9,0.0683993,85.5086,2,1276,1.57142857,108.689,111.722,0.801214,35.5203,-5.05548,-1.90671,-3.14877,-4.03657,15.875,-1.86144,-2.17513,0.625,1.1875,1.8125,0.6875,0.25,0.0625,3.3125,6.98066,0.296198054818744,MEDIO
693,Mitch McDonald,Army,Pat,1,0.2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.951538,-7.13918,0,1277,0,85.8597,82.1168,0.459603,0.713491,-12.6296,-10.0272,-2.60237,-7.20655,3,-9.48891,2.28236,0,1,1,0,0,0,0,0,0,BAJO
694,Mike Coburn,Rutgers,BE,32,45.7,79.4,18.6,41.7,45.68,1.4,8.3,23.3,34.3,27,40,0.675,44,98,0.449,4,22,0.182,0.5,1.4,33.3,-0.255971,80.2299,3.3,1278,1.06451613,104.967,99.7358,1.66822,79.4986,-5.3968,-4.78224,-0.614564,-5.1802,18.3438,-4.8241,-0.356097,0.2188,1.4062,1.625,2.0625,0.4375,0.0938,3.9688,2.2407,0.240568954854669,BAJO
695,Donnell Beverly,Connecticut,BE,20,5.5,147.5,12.9,64.3,68.25,5.7,10.9,25.7,11,5,6,0.833,6,9,0.667,2,5,0.4,0,2.9,42.9,0.70961,136.654,3,1280,6.00000015,92.6855,88.8201,0.507238,15.4407,10.0061,7.49727,2.50887,7.65105,4.05,3.27206,4.37899,0.2,0.45,0.65,0.6,0.2,0,1.15,3.56087,0.422222222222222,MEDIO
696,Kevin Bulger,Columbia,Ivy,28,60.3,87.7,17.1,41.9,45.5,4.9,12.8,19.9,25.3,24,31,0.774,61,138,0.442,1,11,0.091,0.9,2.6,20.8,-0.227325,81.5494,4.4,1282,1.25001455,95.2146,99.1637,2.27102,122.469,-1.7044,-3.21883,1.51443,-3.10652,24.2143,-4.30805,1.20153,1.0357,2.6071,3.6429,2.1429,1.0357,0.1786,5.3214,1.02895,0.192797540623628,BAJO
697,Tracy Smith,North Carolina St.,ACC,30,45,112.1,28,54,55.86,17.5,12.4,8.1,12.9,73,123,0.593,114,211,0.54,0,0,0,1.6,1.8,58.3,2.67268,127.038,3.4,1283,0.57572727,104.459,100.422,1.61502,92.0869,2.59318,4.43757,-1.84439,2.54548,18.2333,4.3891,-1.84362,2.5,2.0333,4.5333,0.6333,0.5333,0.3,10.0333,0,0,BAJO
